Player,Season,VAC_288,VAC_SO,Bias_288,Bias_SO,Sensitivity_288,Sensitivity_SO
Daniel Norris,2016,0.2616,0.4775,0.1867,0.1342,0.1189,0.3539
Daniel Norris,2017,0.0734,0.6652,0.1175,0.0383,0.0891,0.6001
Daniel Norris,2018,0.1545,0.7151,0.0827,0.0268,0.1422,0.6243
Daniel Norris,2019,0.1653,0.7506,0.0617,0.0086,0.1662,0.643
Scott Alexander,2016,0.5906,0.8753,0.3017,-0.3081,0.4457,0.9279
Scott Alexander,2017,0.7203,0.7927,-0.3055,-0.128,0.2478,1.0002
Scott Alexander,2018,0.6638,0.7832,-0.3588,-0.175,0.2293,0.9917
Scott Alexander,2019,0.5644,0.7798,-0.4442,-0.1831,0.2026,0.9889
Sean Gilmartin,2017,0.3401,0.691,-0.0635,0.023,0.2261,0.5482
Sean Gilmartin,2019,0.3715,0.6327,-0.1064,-0.0165,0.1931,0.5419
Lance McCullers Jr.,2016,0.2513,0.6097,-0.0994,0.0232,0.1676,0.6824
Lance McCullers Jr.,2017,0.2352,0.5366,-0.1176,-0.026,0.1907,0.5452
Lance McCullers Jr.,2019,0.3033,0.5661,-0.15,-0.0185,0.1456,0.685
Christian Friedrich,2019,0.6923,0.7826,-0.0238,0.0188,0.4875,0.8101
Matt Bush,2016,0.1861,0.7325,0.2411,0.1103,0.0936,0.6845
Matt Bush,2017,0.3449,0.7289,0.2937,0.1162,0.1412,0.8017
Matt Bush,2019,0.3486,0.7257,0.2961,0.1126,0.1439,0.7854
Warwick Saupold,2016,0.4729,0.4984,0.0611,0.1138,0.117,0.3265
Warwick Saupold,2017,0.5032,0.4775,0.0541,0.0176,0.1552,0.5297
Warwick Saupold,2019,0.4481,0.5885,0.0119,-0.0182,0.1647,0.6407
Dean Kiekhefer,2019,0.5261,0.8466,0.3163,-0.263,0.4229,0.9631
Peter Moylan,2016,0.4304,0.8116,-0.4333,-0.2835,0.2167,0.9321
Peter Moylan,2017,0.4168,0.8135,-0.247,-0.2556,0.2644,0.9539
Peter Moylan,2019,0.4325,0.7813,-0.2099,-0.3093,0.2771,0.9028
Chad Green,2016,0.0501,0.8508,0.3235,0.1194,0.0948,0.654
Chad Green,2017,0.5528,0.8116,0.3506,0.1077,0.2415,0.694
Chad Green,2018,0.4678,0.7467,0.4513,0.0849,0.1598,0.7848
Chad Green,2019,0.4629,0.7177,0.4481,0.1026,0.1598,0.7417
Luke Jackson,2016,0.5397,0.4345,0.1167,-0.031,0.3351,0.7428
Luke Jackson,2017,0.2948,0.6475,0.0356,0.0063,0.1473,0.5854
Luke Jackson,2018,0.2195,0.7015,-0.021,-0.0258,0.1324,0.6206
Luke Jackson,2019,0.2304,0.7079,-0.0984,-0.044,0.1402,0.6509
Mike Clevinger,2016,0.0836,0.705,0.1201,0.0823,0.1196,0.6867
Mike Clevinger,2017,0.3142,0.7798,0.0721,0.0557,0.1503,0.7853
Mike Clevinger,2018,0.3101,0.7631,0.0583,0.0379,0.1621,0.7916
Mike Clevinger,2019,0.3093,0.7437,0.0489,0.0208,0.1809,0.7928
Mike Bolsinger,2016,0.444,0.6024,-0.0921,-0.0161,0.3299,0.5101
Mike Bolsinger,2019,0.3725,0.6999,-0.0405,0.0022,0.2964,0.6085
Wilfredo Boscan,2019,0.24,0.1709,0.2627,0.1571,0.1879,0.5506
Deolis Guerra,2016,0.4478,0.787,-0.0646,-0.0034,0.1944,0.7475
Deolis Guerra,2019,0.3741,0.7059,-0.0947,-0.0127,0.1757,0.7052
Austin Adams,2016,0.2045,0.5964,0.1972,0.13,0.1268,0.7593
Austin Adams,2018,0.251,0.6437,0.1402,0.0925,0.1666,0.7559
Austin Adams,2019,0.4955,0.7867,0.0003,0.0245,0.2014,0.8712
Dayan Diaz,2016,0.2145,0.2101,0.3412,0.1138,0.1348,0.8677
Dayan Diaz,2019,0.4554,0.391,0.1842,-0.0155,0.2344,0.9351
A.J. Morris,2019,0.1939,0.3221,0.5288,0.3551,0.0616,0.3742
Josh A. Smith,2016,0.404,0.8228,-0.1044,-0.0166,0.1833,0.8275
Josh A. Smith,2018,0.4515,0.8468,0.0431,0.0278,0.2873,0.8375
Josh A. Smith,2019,0.5197,0.839,0.0219,0.0318,0.2878,0.8366
Daniel Wright,2016,0.7842,0.8803,0.0092,-0.0222,0.4999,0.7438
Daniel Wright,2019,0.6787,0.9599,-0.0434,-0.0512,0.3516,0.8418
Jason Motte,2016,0.6015,0.7921,0.4491,0.0596,0.1896,1.0343
Jason Motte,2019,0.6305,0.8425,0.3599,0.0389,0.2295,1.1385
Ashur Tolliver,2019,0.1439,0.4857,0.202,0.1746,0.2184,0.5979
Blake Smith,2019,0.0753,0.1071,0.4392,0.6928,0.0217,-0.3996
Juan Minaya,2016,0.2248,0.6621,0.1993,0.1229,0.0744,0.483
Juan Minaya,2017,0.4903,0.6324,0.159,0.0069,0.1418,0.7429
Juan Minaya,2018,0.4702,0.7001,0.1582,-0.0151,0.1483,0.8125
Juan Minaya,2019,0.4418,0.665,0.1591,0.0076,0.1465,0.7722
Ryan Garton,2016,0.5522,0.4895,0.2867,0.1601,0.2835,0.5742
Ryan Garton,2019,0.4062,0.476,0.3821,0.1668,0.1698,0.6177
Julio Urias,2016,0.22,0.8367,0.0732,0.0065,0.2022,0.6388
Julio Urias,2018,0.2253,0.7573,0.062,0.0168,0.2142,0.5903
Julio Urias,2019,0.4151,0.7544,0.1026,0.0003,0.203,0.7521
Josh Collmenter,2016,0.2468,0.361,0.1979,0.1017,0.1415,0.5155
Josh Collmenter,2019,0.2547,0.5165,0.1274,0.069,0.182,0.5754
Aaron Loup,2016,0.3898,0.8561,-0.2885,-0.3187,0.2478,0.8765
Aaron Loup,2017,0.5574,0.5697,-0.3585,-0.1246,0.1994,0.911
Aaron Loup,2019,0.565,0.6182,-0.3831,-0.1475,0.1804,0.8758
Buddy Boshers,2016,0.4201,0.754,-0.0473,-0.2318,0.3333,0.9711
Buddy Boshers,2018,0.3781,0.8078,0.0513,-0.222,0.3558,0.9867
Buddy Boshers,2019,0.2426,0.8079,-0.4679,-0.2756,0.2062,0.934
Yu Darvish,2016,0.3326,0.6349,0.2331,0.1603,0.2782,0.5866
Yu Darvish,2017,0.5897,0.7876,0.1521,0.0923,0.4787,0.7237
Yu Darvish,2018,0.5238,0.7918,0.1537,0.0821,0.4902,0.7595
Yu Darvish,2019,0.5769,0.8432,0.1656,0.0712,0.5394,0.8051
Matt Thornton,2019,0.5347,0.3992,0.588,0.3113,0.1435,0.7751
Edwin Escobar,2019,0.5532,0.3374,0.3866,0.275,0.1174,0.5345
Richard Bleier,2016,0.0761,0.6452,-0.7804,-0.2493,0.0535,0.8702
Richard Bleier,2017,0.5149,0.8028,-0.2446,-0.0999,0.1813,0.9414
Richard Bleier,2018,0.5238,0.7714,-0.2506,-0.1153,0.1779,0.8701
Richard Bleier,2019,0.4619,0.7674,-0.2683,-0.1078,0.1706,0.8669
Chris Stratton,2016,0.0435,0.5241,0.1995,0.111,-0.1209,0.5354
Chris Stratton,2017,0.0103,0.4895,0.2133,0.1022,-0.0418,0.4958
Chris Stratton,2018,0.0002,0.6538,0.2083,0.079,0.0063,0.5291
Chris Stratton,2019,0.2388,0.6437,0.1574,0.0581,0.151,0.61
Brad Boxberger,2016,0.6444,0.698,0.1674,0.0995,0.2836,0.6923
Brad Boxberger,2017,0.3438,0.6795,0.2028,0.0578,0.1695,0.7035
Brad Boxberger,2018,0.2499,0.736,0.212,0.0462,0.1417,0.7322
Brad Boxberger,2019,0.3149,0.7446,0.1569,0.0167,0.1742,0.757
Shawn Armstrong,2016,0.4359,0.8049,-0.2264,0.1493,0.4225,1.0354
Shawn Armstrong,2017,0.5997,0.6922,0.4487,0.0719,0.2028,0.9615
Shawn Armstrong,2018,0.6654,0.7764,0.3664,0.1116,0.2224,0.9268
Shawn Armstrong,2019,0.6002,0.752,0.4357,0.1319,0.1892,0.9056
Mike Dunn,2016,0.1283,0.5961,0.181,0.074,0.0877,0.5851
Mike Dunn,2017,0.2924,0.653,0.0769,0.0119,0.1445,0.6587
Mike Dunn,2018,0.3206,0.6327,0.0733,0.0176,0.1387,0.6365
Mike Dunn,2019,0.2926,0.6513,0.0571,0.0039,0.1291,0.6354
James Paxton,2016,0.8371,0.8997,0.1816,0.0373,0.6238,0.8136
James Paxton,2017,0.6862,0.8656,0.2331,0.0676,0.5228,0.7873
James Paxton,2018,0.4939,0.7656,0.3596,0.117,0.2928,0.7183
James Paxton,2019,0.265,0.7789,0.4471,0.1014,0.223,0.7575
Tom Gorzelanny,2019,0.0482,0.7346,0.0073,-0.1505,0.3341,0.7072
Brian Duensing,2016,0.1492,0.7795,-0.3519,-0.1202,0.1011,0.7908
Brian Duensing,2017,0.3073,0.6585,-0.2617,-0.1279,0.1123,0.7036
Brian Duensing,2019,0.2314,0.6903,-0.2383,-0.1278,0.1084,0.7227
Will Smith,2017,0.2159,0.4187,0.0125,-0.005,0.0777,0.4474
Will Smith,2018,0.1682,0.601,-0.0098,-0.0122,0.086,0.5223
Will Smith,2019,0.2512,0.6489,-0.0273,-0.013,0.1217,0.6111
Cody Martin,2019,0.6744,0.5339,0.1547,0.0484,0.6889,0.7863
Jacob Barnes,2016,0.1705,0.5906,0.1346,0.0684,0.0784,0.4956
Jacob Barnes,2017,0.812,0.8772,0.16,0.0561,0.2939,1.1279
Jacob Barnes,2018,0.7898,0.8775,0.1823,0.0696,0.2936,1.1304
Jacob Barnes,2019,0.5012,0.8755,0.4828,0.0716,0.2116,1.1387
Edwin Diaz,2016,0.6973,0.9387,-0.1849,-0.0949,0.2563,1.0236
Edwin Diaz,2017,0.7945,0.9281,0.0335,-0.0458,0.2996,1.0091
Edwin Diaz,2018,0.7596,0.9142,0.0576,-0.0347,0.2894,0.9888
Edwin Diaz,2019,0.7279,0.896,0.0693,-0.0199,0.279,0.9701
Anthony Swarzak,2016,0.4703,0.6306,-0.0384,-0.0201,0.1534,0.4408
Anthony Swarzak,2017,0.232,0.5369,-0.0281,-0.0348,0.1176,0.5342
Anthony Swarzak,2018,0.181,0.5551,-0.0115,-0.03,0.1043,0.5054
Anthony Swarzak,2019,0.2604,0.6131,-0.047,-0.0565,0.1215,0.5643
Brian Ellington,2016,0.3844,0.5567,0.3324,0.1999,0.1345,0.5721
Brian Ellington,2019,0.2624,0.4232,0.3601,0.2439,0.0987,0.4048
Corey Knebel,2016,0.3251,0.6959,0.2696,0.1446,0.1473,0.6006
Corey Knebel,2017,0.2795,0.652,0.2886,0.1451,0.1213,0.5686
Corey Knebel,2019,0.2685,0.6357,0.2838,0.1463,0.1099,0.5563
JT Chargois,2017,0.0737,0.6662,0.1904,0.0846,0.0599,0.7002
JT Chargois,2018,0.7628,0.9118,-0.0435,-0.0463,0.2917,1.0814
JT Chargois,2019,0.6397,0.8715,-0.1557,-0.0801,0.2587,1.0369
Zack Godley,2016,0.301,0.7802,-0.1684,-0.1015,0.2458,0.6721
Zack Godley,2017,0.4959,0.8776,-0.1922,-0.0972,0.4098,0.7666
Zack Godley,2018,0.4693,0.8724,-0.2351,-0.1077,0.4066,0.7497
Zack Godley,2019,0.5503,0.8628,-0.3256,-0.1052,0.2433,0.8387
Daniel Mengden,2016,0.1049,0.8968,0.0869,0.011,0.194,0.7121
Daniel Mengden,2017,0.1876,0.8386,0.0851,0.0023,0.2262,0.726
Daniel Mengden,2018,0.3514,0.7594,0.0873,0.0136,0.3399,0.7655
Daniel Mengden,2019,0.4512,0.8311,0.0984,0.0146,0.3924,0.7846
Erik Goeddel,2016,0.2516,0.7217,0.0762,0,0.112,0.6855
Erik Goeddel,2017,0.1904,0.7449,0.0214,-0.0019,0.11,0.7147
Erik Goeddel,2019,0.1877,0.7311,0.0122,-0.0025,0.1135,0.7122
Tyler Anderson,2016,0.4513,0.7572,0.2823,0.1697,0.2301,0.5504
Tyler Anderson,2017,0.3574,0.6976,0.2648,0.1385,0.2976,0.5919
Tyler Anderson,2018,0.273,0.7537,0.3289,0.1414,0.1611,0.6
Tyler Anderson,2019,0.2737,0.7617,0.321,0.1372,0.1671,0.6052
Michael Ynoa,2016,0.0662,0.467,0.2366,0.1279,0.061,0.4188
Michael Ynoa,2019,0.2387,0.7318,0.0924,0.0419,0.1895,0.6103
Zach Eflin,2016,0.72,0.8339,0.0516,0.0182,0.5383,0.8578
Zach Eflin,2017,0.4171,0.7739,0.1332,0.0478,0.4135,0.7257
Zach Eflin,2018,0.3444,0.7426,0.1005,0.0229,0.3518,0.7109
Zach Eflin,2019,0.3808,0.8318,0.0938,0.0227,0.318,0.7172
Severino Gonzalez,2019,0.2792,0.7254,-0.0259,-0.0187,0.2085,0.7562
David Rollins,2019,0.1631,0.4769,0.2487,0.0908,0.0459,0.4238
Cody Reed,2016,0.4305,0.8504,0.0445,0.0489,0.4078,0.6138
Cody Reed,2017,0.3564,0.6332,0.0436,0.0678,0.2273,0.5557
Cody Reed,2019,0.1732,0.5136,-0.01,0.0185,0.1135,0.5094
Tim Lincecum,2019,0.5626,0.7402,-0.0778,-0.0408,0.3377,0.6682
Bruce Rondon,2016,0.2221,0.4748,0.1372,0.0582,0.0671,0.6557
Bruce Rondon,2017,0.325,0.5741,0.0933,0.0645,0.1082,0.7284
Bruce Rondon,2019,0.3132,0.5391,0.0784,0.0812,0.1048,0.6566
Paul Clemens,2019,0.0108,0.5974,0.2325,0.0818,0.0846,0.5642
Tyrell Jenkins,2019,0.2145,0.6039,0.2188,0.0844,0.0705,0.6291
Carl Edwards Jr.,2016,0.5482,0.5396,0.3298,0.1465,0.1517,0.6612
Carl Edwards Jr.,2017,0.3692,0.6633,0.2748,0.1118,0.1434,0.6942
Carl Edwards Jr.,2018,0.4557,0.6746,0.2759,0.1109,0.1588,0.6932
Carl Edwards Jr.,2019,0.4555,0.6839,0.2865,0.1102,0.1614,0.702
Chris Beck,2016,0.239,0.6668,0.0902,0.048,0.17,0.5395
Chris Beck,2017,0.2927,0.6565,0.1187,0.0468,0.1454,0.6038
Chris Beck,2019,0.3496,0.7166,0.0881,0.0336,0.1686,0.625
Edubray Ramos,2016,0.1272,0.548,0.0711,0.0191,0.0701,0.6231
Edubray Ramos,2017,0.2698,0.6793,-0.0316,-0.0125,0.1331,0.7192
Edubray Ramos,2018,0.2567,0.645,-0.0661,-0.0299,0.1149,0.7056
Edubray Ramos,2019,0.2568,0.6477,-0.0795,-0.0345,0.1156,0.7092
Michael Lorenzen,2016,0.3841,0.7593,0.0331,0.0429,0.2751,0.8432
Michael Lorenzen,2017,0.4977,0.8085,0.1495,0.0815,0.236,0.8012
Michael Lorenzen,2018,0.4912,0.8075,0.1963,0.0865,0.2226,0.8323
Michael Lorenzen,2019,0.4762,0.7666,0.1846,0.079,0.2127,0.7918
Dillon Overton,2016,0.8053,0.7996,0.0128,-0.0092,0.5062,1.1168
Dillon Overton,2019,0.6795,0.9499,0.0088,-0.0044,0.3131,1.0695
Chad Kuhl,2016,0.4745,0.9024,-0.8503,0.2304,0.2065,1.2169
Chad Kuhl,2017,0.6777,0.9566,-0.2873,0.0333,0.406,1.0377
Chad Kuhl,2019,0.6665,0.9383,-0.307,-0.0036,0.3772,1.0106
Bo Schultz,2019,0.1607,0.4153,0.6901,0.378,0.0583,0.5138
Rafael Martin,2019,0.1272,0.7715,0.3084,-0.0565,0.0686,1.0564
Lucas Giolito,2016,0.7529,0.4421,0.266,0.1997,0.268,0.3928
Lucas Giolito,2017,0.5785,0.6624,0.1605,0.0677,0.397,0.6149
Lucas Giolito,2018,0.3739,0.7638,0.0932,0.0524,0.4002,0.5951
Lucas Giolito,2019,0.3852,0.7837,0.0734,0.0335,0.4034,0.6288
Joel De La Cruz,2019,0.1525,0.6002,-1.0616,-0.4567,0.1016,0.7312
Brock Stewart,2016,0.1239,0.4024,0.2419,0.1143,0.0658,0.4654
Brock Stewart,2017,0.3249,0.4631,0.1801,0.0643,0.1895,0.5467
Brock Stewart,2018,0.6253,0.3536,0.1529,0.031,0.2476,0.6777
Brock Stewart,2019,0.5909,0.5385,0.1275,0.0047,0.2789,0.7267
Seth Lugo,2016,0.5682,0.6878,-0.0144,0.0199,0.4674,0.7186
Seth Lugo,2017,0.5847,0.7304,0.0153,0.0068,0.4461,0.7279
Seth Lugo,2018,0.3541,0.6297,-0.0141,-0.0116,0.2821,0.6563
Seth Lugo,2019,0.3119,0.6703,0.0255,-0.0042,0.2095,0.6982
Ariel Miranda,2016,0.0009,0.4952,0.133,0.078,0.013,0.3723
Ariel Miranda,2019,0.2897,0.6008,0.0962,0.0323,0.2867,0.5784
Brandon McCarthy,2016,0.7117,0.7876,-0.0058,0.0179,0.5164,0.6945
Brandon McCarthy,2017,0.5773,0.8455,0,0.0188,0.4626,0.652
Brandon McCarthy,2019,0.7542,0.8798,-0.0275,-0.0153,0.5907,0.8105
Sam Tuivailala,2016,0.001,0.6303,0.2435,0.0749,0.0062,0.4947
Sam Tuivailala,2017,0.2249,0.4561,0.164,0.064,0.0825,0.5134
Sam Tuivailala,2018,0.2162,0.4566,0.1372,0.0545,0.0875,0.514
Sam Tuivailala,2019,0.1748,0.5008,0.1418,0.0434,0.0934,0.5771
Jose Dominguez,2019,0.5519,0.6404,0.2982,0.1308,0.1167,0.7213
Adam Ottavino,2016,0.4818,0.5993,0.0485,0.0513,0.1602,0.6245
Adam Ottavino,2017,0.4397,0.6036,0.0519,0.0377,0.1497,0.6427
Adam Ottavino,2018,0.3347,0.5848,0.0439,0.0434,0.1379,0.6126
Adam Ottavino,2019,0.2983,0.5384,0.0546,0.0485,0.1402,0.5832
Brooks Pounders,2016,0.0079,0.7269,-0.0787,-0.0304,0.0378,0.6825
Brooks Pounders,2017,0.0865,0.6478,-0.0316,-0.0113,0.0761,0.6536
Brooks Pounders,2018,0.0877,0.5213,-0.0175,0.0028,0.0782,0.5822
Brooks Pounders,2019,0.1081,0.5757,-0.0453,0.0031,0.0963,0.5511
Patrick Schuster,2019,0.6126,0.9111,1.7011,-0.3957,0.8202,0.8928
Steven Brault,2016,0.3664,0.7812,0.2457,0.0541,0.2309,0.6642
Steven Brault,2017,0.5667,0.7165,0.2934,0.083,0.1912,0.7457
Steven Brault,2018,0.5482,0.7227,0.4129,0.0917,0.1788,0.8149
Steven Brault,2019,0.5563,0.7563,0.4101,0.0825,0.2077,0.8344
Jose Leclerc,2016,0.1233,0.534,0.1526,0.0211,0.121,0.7587
Jose Leclerc,2017,0.5011,0.7754,0.1251,-0.0069,0.2456,0.7989
Jose Leclerc,2018,0.2321,0.7338,0.0504,-0.0064,0.1496,0.7233
Jose Leclerc,2019,0.274,0.7251,0.0227,-0.0058,0.1737,0.7383
Dylan Floro,2017,0.4956,0.8971,-0.5249,-0.1296,0.1973,1.0509
Dylan Floro,2018,0.6764,0.9043,-0.3233,-0.0421,0.2513,1.107
Dylan Floro,2019,0.6497,0.8994,-0.265,-0.049,0.2456,1.0809
Tyler Glasnow,2016,0.3667,0.4716,0.2064,0.1407,0.1046,0.3698
Tyler Glasnow,2017,0.3453,0.7517,0.2063,0.0604,0.3049,0.7193
Tyler Glasnow,2018,0.2847,0.5298,0.316,0.1223,0.1193,0.6578
Tyler Glasnow,2019,0.2666,0.5568,0.3105,0.1046,0.1241,0.6851
Joe Colon,2019,0.3687,0.4227,0.2964,0.1586,0.1661,0.5312
Buddy Baumann,2016,0.3949,0.8509,0.2555,-0.0107,0.2282,0.8813
Buddy Baumann,2019,0.4439,0.6444,0.278,0.0814,0.1867,0.8132
Donnie Hart,2016,0.2445,0.9333,-0.0721,-0.1042,0.3087,1.1189
Donnie Hart,2017,0.403,0.8354,-0.0048,-0.3151,0.3365,0.9156
Donnie Hart,2018,0.4368,0.841,0.0228,-0.3014,0.3485,0.9312
Donnie Hart,2019,0.0203,0.8443,-1.0717,-0.2922,0.036,0.9397
Carson Fulmer,2016,0.4391,0.3683,0.2646,0.1957,0.2764,0.4054
Carson Fulmer,2017,0.3419,0.508,0.2724,0.2155,0.2574,0.4464
Carson Fulmer,2018,0.2934,0.5669,0.3325,0.201,0.2378,0.4862
Carson Fulmer,2019,0.1826,0.6065,0.3738,0.1966,0.2013,0.5646
Jacob Turner,2016,0.6725,0.3521,0.3778,0.2325,0.1707,0.6328
Jacob Turner,2017,0.5854,0.5891,0.3029,0.0715,0.1805,0.7962
Jacob Turner,2019,0.5861,0.6087,0.3025,0.0747,0.1723,0.7741
Reynaldo Lopez,2016,0.657,0.7175,0.1363,0.1195,0.3446,0.4759
Reynaldo Lopez,2017,0.5799,0.7584,0.1243,0.0595,0.3338,0.5638
Reynaldo Lopez,2018,0.5121,0.7522,0.1136,0.0518,0.3458,0.6055
Reynaldo Lopez,2019,0.3788,0.7893,0.1138,0.0371,0.3311,0.6395
Koda Glover,2016,0.7782,0.5327,-0.3422,-0.175,0.2577,0.9517
Koda Glover,2017,0.7709,0.8683,-0.1587,-0.0748,0.2827,0.9926
Koda Glover,2019,0.7339,0.8394,-0.1845,-0.0778,0.2706,1.0276
Miguel Socolovich,2016,0.1945,0.6768,0.0341,0.0518,0.0619,0.6017
Miguel Socolovich,2019,0.1487,0.6194,-0.0398,0.0056,0.0759,0.603
Grant Dayton,2016,0.5049,0.6691,0.3639,0.0302,0.1895,0.8348
Grant Dayton,2018,0.4056,0.4753,0.4197,0.1396,0.1241,0.7016
Grant Dayton,2019,0.5134,0.6909,0.3302,0.0305,0.1793,0.8614
Joe Nathan,2019,0.5424,0.0715,-0.0148,0.1325,0.1008,0.2322
Braden Shipley,2016,0.5749,0.8268,0.0586,0.0485,0.4347,0.791
Braden Shipley,2019,0.4322,0.6623,0.1301,0.0428,0.1663,0.5359
Tyler Skaggs,2016,0.2819,0.8636,0.1092,0.0039,0.2525,0.7959
Tyler Skaggs,2017,0.1688,0.6371,0.1331,0.0653,0.1442,0.504
Tyler Skaggs,2018,0.203,0.6511,0.126,0.0705,0.1727,0.4524
Tyler Skaggs,2019,0.2665,0.7041,0.0848,0.0284,0.2464,0.5817
Matt Reynolds,2019,0.1245,0.7709,0.0775,0.0243,-0.1192,0.6376
Adam Loewen,2019,0.6388,0.4123,0.0993,0.0853,0.2018,0.6207
Logan Ondrusek,2019,0.0048,0.5754,0.2935,0.0933,-0.0377,0.4555
Jerome Williams,2019,0.1223,0.1978,-0.0973,-0.0422,0.1746,0.7237
Steve Hathaway,2019,0.1322,0.5645,0.1945,0.1075,0.0644,0.4229
Homer Bailey,2016,0.63,0.7312,-0.0692,0.0051,0.747,0.7128
Homer Bailey,2017,0.2685,0.6509,0.0476,0.0166,0.3493,0.6449
Homer Bailey,2018,0.2295,0.6881,0.0524,0.0179,0.2873,0.6437
Homer Bailey,2019,0.2664,0.662,0.0362,-0.0048,0.2746,0.6541
Matt Strahm,2016,0.3507,0.5318,0.4115,0.1768,0.104,0.62
Matt Strahm,2017,0.3531,0.6514,0.3549,0.1556,0.1306,0.6588
Matt Strahm,2018,0.486,0.7462,0.2152,0.0617,0.1817,0.763
Matt Strahm,2019,0.5053,0.8622,0.0846,0.0301,0.2305,0.8041
Joe Musgrove,2016,0.1987,0.8554,-0.1218,-0.0606,0.349,0.8679
Joe Musgrove,2017,0.1474,0.7847,-0.0442,-0.048,0.0829,0.6847
Joe Musgrove,2018,0.1627,0.8133,-0.042,-0.0433,0.0965,0.7044
Joe Musgrove,2019,0.1634,0.7909,-0.045,-0.0365,0.11,0.6854
Danny Barnes,2016,0.1683,0.4761,0.2342,0.0594,0.085,0.6003
Danny Barnes,2017,0.2435,0.5911,0.2456,0.0798,0.11,0.6239
Danny Barnes,2019,0.2585,0.5427,0.2261,0.0671,0.1163,0.6223
Josh Edgin,2016,0.7783,0.867,0.0279,0.0857,0.2861,1.3277
Josh Edgin,2019,0.5332,0.7536,-0.0518,-0.0267,0.2084,0.7766
Rob Whalen,2019,0.882,0.904,-0.1004,-0.1057,0.4847,0.8793
Michael Mariot,2019,0.2353,0.7355,0.067,0.0071,0.1217,0.6656
James Hoyt,2016,0.1774,0.6257,-0.1406,-0.0785,0.0614,0.4764
James Hoyt,2018,0.1131,0.6753,-0.1204,-0.0313,0.0793,0.5951
James Hoyt,2019,0.0969,0.6303,-0.129,-0.0399,0.0721,0.5808
Blake Parker,2016,0.274,0.7696,0.0196,-0.0111,0.1808,0.6113
Blake Parker,2017,0.4698,0.7259,0.0879,-0.0088,0.1696,0.7576
Blake Parker,2018,0.3846,0.7285,0.0893,-0.0093,0.1616,0.7498
Blake Parker,2019,0.3654,0.7313,0.0859,-0.0076,0.1568,0.7072
Brandon Cunniff,2019,0.1873,0.8295,0.0922,0.0138,0.1308,0.7777
Jose A. Valdez,2016,0.3765,0.6382,0.1463,0.0782,0.2548,0.6306
Jose A. Valdez,2019,0.4403,0.6425,0.1095,0.0796,0.2152,0.6286
Jake Thompson,2016,0.2856,0.7438,0.1175,0.0763,0.2068,0.379
Jake Thompson,2017,0.2556,0.5854,0.1181,0.09,0.254,0.4941
Jake Thompson,2019,0.5368,0.7841,0.0783,-0.0119,0.2277,0.8477
Madison Younginer,2019,0.0006,0.231,0.2628,0.6484,0.0098,-1.3116
Chris Smith,2016,0.3564,0.6303,0.0198,0.0121,0.0732,0.3731
Chris Smith,2019,0.0942,0.8618,0.0484,0.0084,0.1401,0.8123
Josh Ravin,2016,0.0969,0.8786,-0.1691,-0.124,0.1297,0.9332
Josh Ravin,2019,0.4259,0.7716,-0.079,-0.0493,0.2213,0.924
Alex Reyes,2019,0.6363,0.8924,0.1554,-0.042,0.3322,1.1055
Tommy Layne,2016,0.5615,0.4334,-0.4761,-0.2235,0.1288,0.8323
Tommy Layne,2019,0.6577,0.8889,-0.1238,-0.0637,0.2305,1.0496
Andrew Albers,2016,0.5835,0.8897,-0.5863,-0.0934,0.2001,0.8994
Andrew Albers,2019,0.7557,0.9184,-0.3919,-0.0871,0.2612,0.9008
Kevin Chapman,2019,0.9576,0.9444,-0.0321,-0.0029,0.3721,1.2794
Jandel Gustave,2016,0.2485,0.4073,0.1898,0.1286,0.0778,0.4642
Jandel Gustave,2018,0.4144,0.4623,0.1239,0.0564,0.1092,0.6058
Jandel Gustave,2019,0.1397,0.6055,0.224,0.0868,0.0734,0.6626
Austin Brice,2016,0.4577,0.624,-0.3087,-0.1265,0.119,0.7821
Austin Brice,2017,0.4345,0.7293,-0.4025,-0.0934,0.1322,0.927
Austin Brice,2018,0.5203,0.7287,-0.3893,-0.1108,0.1596,0.9601
Austin Brice,2019,0.4813,0.7056,-0.3384,-0.1105,0.1677,0.9036
Matt Carasiti,2018,0.1213,0.5325,0.1132,0.0905,0.1154,0.4815
Matt Carasiti,2019,0.3785,0.7967,-0.1142,-0.0336,0.2901,0.8521
Gabriel Ynoa,2016,0.0133,0.1361,-0.6953,-0.4032,0.0203,0.4027
Gabriel Ynoa,2018,0.3338,0.705,-0.5785,-0.0761,0.1203,0.8322
Gabriel Ynoa,2019,0.5106,0.8738,-0.3161,-0.0692,0.2238,0.8155
Brandon Morrow,2016,0.4759,0.3886,-0.0852,-0.0797,0.12,0.4686
Brandon Morrow,2017,0.6856,0.8413,0.1592,-0.005,0.2346,0.9702
Brandon Morrow,2019,0.6324,0.815,0.2397,0.0146,0.219,0.9675
Luke Weaver,2016,0.0343,0.8315,0.3251,0.1171,-0.0734,0.6667
Luke Weaver,2017,0.0851,0.5562,0.2181,0.0855,0.1468,0.6021
Luke Weaver,2018,0.0684,0.5841,0.2035,0.0844,0.1359,0.5449
Luke Weaver,2019,0.1498,0.568,0.2031,0.0844,0.1778,0.5716
Frank Herrmann,2019,0.0013,0.4828,0.1972,0.072,0.0059,0.4126
Rob Zastryzny,2017,0.3665,0.8867,0.3338,0.1765,0.1368,0.6029
