Year,Launch_Angle_(Deg),Hits,BBE,AVG,wOBA,1B,2B,3B,HR,1B_percentage,2B_percentage,3B_percentage,HR_percentage
2019,11,1423,1909,0.745,0.726,1166,237,19,1,61.1,12.4,1,0.1
2019,12,1464,1863,0.786,0.783,1104,342,17,1,59.3,18.4,0.9,0.1
2019,13,1492,1829,0.816,0.814,1104,362,26,0,60.4,19.8,1.4,0
2019,14,1443,1876,0.769,0.774,1045,376,22,0,55.7,20,1.2,0
2019,15,1376,1893,0.727,0.748,917,424,33,2,48.4,22.4,1.7,0.1
2019,16,1219,1810,0.673,0.709,754,419,36,10,41.7,23.1,2,0.6
2019,17,1237,1895,0.653,0.7,722,465,25,25,38.1,24.5,1.3,1.3
2019,18,1177,1904,0.618,0.687,618,470,35,54,32.5,24.7,1.8,2.8
2019,19,1087,1795,0.606,0.725,467,464,40,116,26,25.8,2.2,6.5
2019,20,1133,1924,0.589,0.725,452,483,33,165,23.5,25.1,1.7,8.6
2019,21,992,1792,0.554,0.721,370,364,36,222,20.6,20.3,2,12.4
2019,22,1081,1848,0.585,0.802,346,382,34,319,18.7,20.7,1.8,17.3
2019,23,1057,1827,0.579,0.828,320,318,38,381,17.5,17.4,2.1,20.9
2019,24,1009,1832,0.551,0.848,227,271,41,470,12.4,14.8,2.2,25.7
2019,25,895,1691,0.529,0.846,192,186,34,483,11.4,11,2,28.6
2019,26,836,1646,0.508,0.83,157,171,25,483,9.5,10.4,1.5,29.3
2019,27,858,1734,0.495,0.813,158,170,22,508,9.1,9.8,1.3,29.3
2019,28,768,1597,0.481,0.81,135,116,21,496,8.5,7.3,1.3,31.1
2019,29,712,1656,0.43,0.736,114,96,25,477,6.9,5.8,1.5,28.8
2019,30,668,1547,0.432,0.729,124,84,22,438,8,5.4,1.4,28.3
2019,31,592,1486,0.398,0.685,97,75,13,407,6.5,5,0.9,27.4
2019,32,512,1427,0.359,0.607,105,48,21,338,7.4,3.4,1.5,23.7
2019,33,448,1411,0.318,0.545,79,55,9,305,5.6,3.9,0.6,21.6
2019,34,371,1287,0.288,0.499,72,31,11,257,5.6,2.4,0.9,20
2019,35,344,1294,0.266,0.447,75,34,10,225,5.8,2.6,0.8,17.4
2019,36,240,1150,0.209,0.344,47,38,10,145,4.1,3.3,0.9,12.6
2019,37,193,1111,0.174,0.293,43,19,3,128,3.9,1.7,0.3,11.5
2019,38,211,1047,0.202,0.332,47,29,10,125,4.5,2.8,1,11.9
2019,39,139,1057,0.132,0.197,50,19,3,67,4.7,1.8,0.3,6.3
2019,40,114,929,0.123,0.18,43,18,3,50,4.6,1.9,0.3,5.4
2019,41,100,940,0.106,0.156,35,21,1,43,3.7,2.2,0.1,4.6
2019,42,82,830,0.099,0.127,44,15,2,21,5.3,1.8,0.2,2.5
2019,43,69,795,0.087,0.119,33,13,3,20,4.2,1.6,0.4,2.5
2019,44,49,795,0.062,0.078,27,12,0,10,3.4,1.5,0,1.3
2019,45,38,752,0.051,0.055,24,10,2,2,3.2,1.3,0.3,0.3
2019,46,46,693,0.066,0.08,25,16,0,5,3.6,2.3,0,0.7
2019,47,24,692,0.035,0.037,18,5,0,1,2.6,0.7,0,0.1
2019,48,22,621,0.035,0.04,15,4,1,2,2.4,0.6,0.2,0.3
2019,49,29,599,0.048,0.055,18,11,0,0,3,1.8,0,0
2019,50,12,571,0.021,0.027,9,3,0,0,1.6,0.5,0,0
2019,51,26,549,0.047,0.054,16,9,0,1,2.9,1.6,0,0.2
2019,52,21,467,0.045,0.05,11,10,0,0,2.4,2.1,0,0
2019,53,16,528,0.03,0.038,7,9,0,0,1.3,1.7,0,0
2019,54,14,493,0.028,0.03,10,4,0,0,2,0.8,0,0
2019,55,7,458,0.015,0.024,4,3,0,0,0.9,0.7,0,0
2019,56,9,412,0.022,0.027,3,6,0,0,0.7,1.5,0,0
2019,57,7,387,0.018,0.028,4,3,0,0,1,0.8,0,0
2019,58,12,358,0.034,0.041,6,6,0,0,1.7,1.7,0,0
2019,59,10,332,0.03,0.038,2,8,0,0,0.6,2.4,0,0
2019,60,1,262,0.004,0.024,1,0,0,0,0.4,0,0,0
2019,61,6,277,0.022,0.027,3,3,0,0,1.1,1.1,0,0
2019,62,1,200,0.005,0.02,0,1,0,0,0,0.5,0,0
2019,63,3,183,0.016,0.022,2,1,0,0,1.1,0.5,0,0
2019,64,3,170,0.018,0.018,2,1,0,0,1.2,0.6,0,0
2019,65,0,146,0,0.018,0,0,0,0,0,0,0,0
2019,66,1,116,0.009,0.016,1,0,0,0,0.9,0,0,0
2019,67,2,90,0.022,0.02,2,0,0,0,2.2,0,0,0
2019,68,0,72,0,0,0,0,0,0,0,0,0,0
2019,69,2,48,0.042,0.045,1,1,0,0,2.1,2.1,0,0
2019,70,0,30,0,0,0,0,0,0,0,0,0,0
2019,71,0,36,0,0,0,0,0,0,0,0,0,0
2019,72,0,24,0,0,0,0,0,0,0,0,0,0
2019,73,0,33,0,0,0,0,0,0,0,0,0,0
2019,74,0,27,0,0,0,0,0,0,0,0,0,0
2019,75,0,30,0,0,0,0,0,0,0,0,0,0
2019,76,0,52,0,0,0,0,0,0,0,0,0,0
2019,77,1,47,0.021,0.019,1,0,0,0,2.1,0,0,0
2019,78,0,45,0,0,0,0,0,0,0,0,0,0
2019,79,0,69,0,0,0,0,0,0,0,0,0,0
2019,80,0,68,0,0,0,0,0,0,0,0,0,0
2019,81,0,69,0,0.026,0,0,0,0,0,0,0,0
2019,82,0,62,0,0,0,0,0,0,0,0,0,0
2019,83,0,67,0,0,0,0,0,0,0,0,0,0
2019,84,0,56,0,0,0,0,0,0,0,0,0,0
2019,85,0,45,0,0,0,0,0,0,0,0,0,0
2019,86,0,42,0,0,0,0,0,0,0,0,0,0
2019,87,0,31,0,0,0,0,0,0,0,0,0,0
2019,88,0,15,0,0,0,0,0,0,0,0,0,0
2019,89,0,13,0,0,0,0,0,0,0,0,0,0
